IMG_ID,CLUSTER_ID_0,CLUSTER_ID_1,CLUSTER_ID_2,CLUSTER_ID_3,CLUSTER_ID_4,CLUSTER_ID_5,CLUSTER_ID_6,CLUSTER_ID_7,CLUSTER_ID_8,CLUSTER_ID_9
0,-0.3179986949674352,-0.6476766141146476,-0.5233641360613279,-0.17160185382726773,-0.26351750112694433,-0.00962412951983627,-0.25122465946480954,-0.2253821385459032,-0.6494666571973761,-0.286617482265814
1,0.9324013383804332,1.4221372907233323,2.9533860869529147,0.967021956126342,2.2439719855885523,0.6243764976103644,1.953135207324417,2.2041570836836883,0.7868489888121852,1.8607836412533674
2,-0.6559446499263186,-0.8228147137547844,-0.9629532447183011,-0.81822772120833,-0.8990563111239597,-0.21250433020150047,-0.7299492769998436,-0.8581923545684945,-1.0274444587788396,-0.7381223338775393
3,-0.503868970194821,0.5464467925226485,0.32917231709158984,-0.2137731060477718,0.9844496166853767,0.015735895565371756,0.9734197109736495,1.0628386583572291,1.114429750182787,1.2881433416482522
4,1.1013743158598748,1.278842481926857,1.234992298566565,0.6577661065093122,1.2386651406841827,2.6531785044270064,0.839822143289454,1.4809454082292983,1.2404223507099414,0.9797985649378057
5,-0.04764193100032854,-0.6476766141146476,-0.41679707941721317,0.43285276133329054,-0.45995676967147636,0.5736564474399484,-0.507286664192851,-0.6208885235600228,0.7868489888121852,-0.4407898706210373
6,0.8817094451366007,0.5623684379444791,1.2216714164860505,1.009193208346846,2.7639582846770194,-0.8972250075021172,2.2982622571752556,2.904768394280129,-1.0526429788842704,2.345325433226926
7,-0.8249176274057602,-0.9661095225512599,-0.922990598476758,-1.015026898237349,-0.8990563111239597,-1.2015453085246135,-0.7744817995612421,-0.8468921721395196,-1.1030400190951322,-0.7931839011472619
8,-0.7573284364139836,-0.7272848412238007,-0.6965356031080143,-0.6776568804733165,-0.5755092805800246,-0.7704248820760771,-0.6520173625173962,-0.6886896181338719,-1.0778414989897014,-0.7160977069696502
9,-0.7911230319098719,-0.6158333232709864,-0.7364982493495573,-0.9025702256493382,-0.6332855360342987,-0.668984781735245,-0.8524137140436895,-0.6999898005628467,-0.7502607376190996,-0.7491346473314838
10,3.6190716803035556,0.6419766650536322,1.3282384731301653,2.6960432971670087,0.7417893437774253,3.7690196081761593,1.0847510173771457,0.8255348273487574,0.40887118723072174,1.2881433416482522
11,-0.16592301523593772,0.9922528643339057,0.768761425748563,0.053311491348753945,1.030670621048796,-0.4153845308831647,1.351946152745537,0.927236469209531,0.43406970733615263,1.3101679685561414
12,-0.18282031298388188,-0.07449737892874549,-0.11041679156538338,0.17982524801026614,-0.12485448803668645,0.8526167233772366,0.4724288321579163,-0.15758104397205414,1.3916134713425268,0.37412132497085715
13,-0.08143652649621688,0.19617059324237499,-0.23030473029001242,0.9107936198323365,0.013808525053571436,-0.33930445562754064,0.5169613547193148,-0.16888122640102898,-0.397481456143067,0.49525677296424686
14,-0.5714581611865978,-0.759128132067462,-0.8164235418326433,-0.6495427123263138,-0.6448407871251535,0.5229363972695323,-0.6631504931577458,-0.5530874289861737,0.03089338564925826,-0.6169868858841496
15,-0.06453922874827271,-0.010810797241423021,-0.0837750274043547,0.36256734096578375,-0.42529101639891187,0.42149629692870016,-0.3959553577893547,-0.4061850574095007,1.4420105115533886,-0.5178760647986489
16,-0.6221500544304303,-0.7909714229111232,-0.7364982493495573,-0.4808577034442975,-0.4715120207623312,-0.9733050827577413,-0.32915657394725695,-0.36098432769360134,-0.9014518582516851,-0.4407898706210373
